1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.1
1	0.100001
1	0.100001
1	0.100004
1	0.100004
1	0.100007
1	0.100018
1	0.100032
1	0.100046
1	0.100081
1	0.100111
1	0.100162
1	0.100264
1	0.100381
1	0.100552
0.9998	0.100773
0.9996	0.101073
0.9994	0.10148
0.9992	0.101984
0.9989	0.102669
0.9982	0.103479
0.9978	0.104618
0.9971	0.106039
0.9962	0.107787
0.9937	0.109764
0.9915	0.112335
0.9875	0.11531
0.9831	0.118817
0.9761	0.122834
0.9702	0.127848
0.9596	0.133469
0.9492	0.140124
0.9341	0.14767
0.9138	0.155742
0.8944	0.165541
0.8715	0.176908
0.8423	0.189158
0.8097	0.203172
0.7732	0.218301
0.7332	0.235983
0.6858	0.253587
0.6397	0.271958
0.5895	0.292599
0.5416	0.316651
0.4938	0.342655
0.4404	0.36903
0.3917	0.395257
0.3485	0.427975
0.3039	0.457612
0.2666	0.495723
0.2257	0.533066
0.1901	0.568821
0.1583	0.604891
0.1309	0.634513
0.1067	0.659864
0.0856	0.700491
0.0666	0.723127
0.0505	0.749258
0.0395	0.79
0.0304	0.830601
0.0229	0.860902
0.0173	0.882653
0.0122	0.890511
0.0085	0.894737
0.0061	0.871429
0.0037	0.902439
0.0018	0.947368
0.0016	1
0.0011	1
0.001	1
0.0006	1
0.0004	1
0.0002	1
0.0002	1
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
0	-nan(ind)
